smiles,logp
NC(=S)Nc1cccc2ccccc12,1.66
OC(=O)C1CC(=O)c2ccccc2O1,1.26
COC(=O)C(C)NP(=O)(OCC1OC(C=C1)n2cc(C)c(=O)[nH]c2=O)Oc3cccc(Cl)c3,1.42
CNc1ncnc2n(cnc12)C3OC(CO)C(O)C3O,-0.52
Nc1ccc(cc1)C2CCCCC2,3.65
OC(CNCCNC(=O)Cc1ccccc1)COCCCc2ccccc2,2.02
CCCCOC(=O)c1ccccc1O,4.63
CC1(C)CCC(Cc2ccc(Cl)cc2)C1(O)Cn3cncn3,3.83
OCC(F)(F)C(F)(F)C(F)(F)F,1.94
Clc1ccc(cc1Cl)c2ccccc2,5.29
FC(F)(F)c1c[nH]c(=O)[nH]c1=O,0.04
CON(C)C(=O)Nc1ccc(cc1)C2CCCCC2,4.08
Oc1ccccc1CNc2ncnc3[nH]cnc23,2.05
Nc1ccn(C2OC(CO)C=C2)c(=O)n1,-1.57
Clc1ccc2oc3cc(Cl)c(Cl)cc3c2c1Cl,6.23
FC(F)(F)C(F)(F)F,2.0
CCc1cc(=O)ss1,1.69
O=N(=NC#N)c1ccnc2ccccc12,2.07
Cn1cccc(O)c1=O,-0.13
Nc1nc2cc(Cl)ccc2[nH]1,1.88
CCCn1cnc(n1)N(=O)=O,0.3
OC(=O)COc1ccc(cc1)N(=O)=O,1.47
NC(=S)N,-1.02
OCCO,-1.36
COC1=C(OC)C(=O)C(=CC1=O)C,0.78
CON(C)C(=O)Nc1ccc(Cl)c(Cl)c1,3.2
OCCOCCOC(=O)c1ccccc1,1.16
ClC1(C2(Cl)C3(Cl)C4(Cl)C5(Cl)C1(Cl)C3(Cl)Cl)C5(Cl)C(Cl)(Cl)C24Cl,5.28
CCCN(CCC)C(=O)SCC,3.21
OC(=O)C=Cc1ccccc1,2.13
CCC1(CC)SCC(=O)NC1=O,1.52
CCSc1ccc2Sc3ccccc3N(CCCN4CCN(C)CC4)c2c1,5.41
Cn1cnc(c1)N(=O)=O,-0.44
CSC(=S)N(C)C,1.3
Nc1ncnc2nc([nH]c12)c3cccc(c3)N(=O)=O,1.93
CC1(C)CC(CC(C)(C)[N]1=O)N(C2CCCCC2)C(=O)N(CCCl)N=O,2.21
c1cc2ccccc2[nH]1,2.14
CC1(C)SC2C(NC(=O)C(C(=O)O)c3ccccc3)C(=O)N2C1C(=O)O,1.13
CCCNc1ncnc2[nH]cnc12,1.44
Oc1ccccc1Cl,2.15
Cc1ccc(CO)c(C=NNC(=O)c2cccc(F)c2)c1O,3.41
CC(C)c1nnc(SCC(=O)c2ccccc2)n(N)c1=O,2.07
CCC(=O)C,0.29
CCCC(CC)N(C(=O)C)c1nc(=O)n(C(C)C)c(=O)[nH]1,1.96
Clc1cccc(Cl)c1Cl,4.14
CCC(C(=O)N)(C(=O)N)c1ccccc1,0.13
CC1(C)SC2C(NC(=O)C(O)c3ccccc3)C(=O)N2C1C(=O)O,1.4
CCOc1ccc(NC(=O)OCCC#N)cc1OCC,2.13
CCCC(=NNC(=N)N)CCC,1.73
ClCCN(N=O)C(=O)NC1CC2CCC1C2,2.98
COc1ccc(CN(C)N=O)cc1,1.62
OC(C(=O)c1ccco1)c2ccco2,0.54
CCOC(=O)CCOc1ccc(cc1)n2sc3ccccc3c2=O,3.59
Cc1ccc(F)cc1,2.58
O=S(Cc1ccccn1)c2nc3ccccc3[nH]2,1.33
Nc1ccc(cc1)S(=O)(=O)c2ccc(cc2N(=O)=O)N(=O)=O,1.84
CC(C)C(N)C(=O)NCC(=O)NC(Cc1ccccc1)C(=O)NC(Cc2ccccc2)C(=O)O,-0.51
CCC(C)C(NC(=O)C(NC(=O)C(NC(=O)C)C(C)C)C(C)C)C(=O)N,0.49
Cc1cc(nc(Nc2ccccc2)n1)C3CC3,4.0
CC(=O)NC(CCCCNC(=O)NCC=C)C(=O)NCc1ccccc1,0.76
CCN(CC)C=Nc1ccn(C2CCC(CO)O2)c(=O)n1,-0.06
CC(O)CN(CC(C)O)C(=O)COC(=O)c1ccccc1,0.66
OC(=O)CCCON=C(c1ccccc1)c2cncnc2,2.2
Oc1cc(Cl)cc(Cl)c1,3.52
CCCC(=O)OCn1cc(F)c(=O)[nH]c1=O,0.47
COCN1C(=O)CN=C(c2ccccc2)c3cc(Cl)ccc13,2.86
OCCCCc1ccccn1,0.86
Fc1cccc(OC(=O)CNC(=O)c2ccccc2)c1,2.58
NC1=NCC(CN2CCN(CC2)c3cccc(c3)C(F)(F)F)O1,2.21
OCC(O)CN1C(=O)CN=C(c2ccccc2F)c3cc(I)ccc13,1.81
COc1cc(nc(C)n1)n2[nH]c(C)cc2=O,0.72
COc1c(Cl)cc(Cc2cnc(N)nc2N)cc1Cl,2.78
COc1cc(C)nn1c2nccc(OC)n2,1.01
CC1CC2OC(=O)C(=C)C2C(OC(=O)CC(=O)OC3C4C(CC(C)C5C=CC(=O)C53C)OC(=O)C4=C)C6(C)C1C=CC6=O,1.33
CCc1nn(C)c(C(=O)NCc2ccc(cc2)C(C)(C)C)c1Cl,4.61
CCOP(=O)(OCC)OC(=CCl)c1ccc(Cl)cc1Cl,3.81
FC(F)(F)c1nc2c(Br)c(Br)c(Br)cc2[nH]1,4.08
NC(=O)C(=Cc1cccc(F)c1)C(=O)N,0.1
Brc1cc(Br)cc(Br)c1,4.51
Clc1ccc(Br)cc1,3.54
COc1cccc(n1)N(C)C(=S)Oc2cccc(c2)C(C)(C)C,5.18
CCc1ccsc1,2.82
Cc1cc(O)ccc1O,0.98
CCOC(=O)C(=O)c1cccs1,1.77
Clc1ccc2ncccc2c1,2.73
Nc1nncc2ccccc12,0.82
CNP(=O)(OC)Oc1ccc(cc1)N(=O)=O,1.27
CN(C)C(=O)OCc1ccc(cc1)C(=O)N,0.77
NC1=NCC(COc2ccccc2Cc3ccccc3)O1,3.05
CC(C)OC(=O)CS(=O)c1ccc(cc1)N(=O)=O,1.64
COC(=O)c1ccsc1,1.76
C(c1ccccc1)n2cncn2,0.92
CCCCOC(=O)NCCn1c(C)ncc1N(=O)=O,1.22
OP(=O)(O)c1ccccc1,0.54
CS(=O)(=O)CCn1ccnc1N(=O)=O,-1.3
COC(=O)c1ccc(cc1)S(=O)(=O)c2ccc(N)cc2,2.25
O=n1ccccc1SCc2ccccc2,1.24
CCCCCOC(=O)C,2.29
CN(N=O)C(=O)N(CCCCC(NC(=O)C)C(=O)NCc1ccccc1)Cc2ccccc2,2.12
CCN(C)C(=O)CCn1ccc(=O)c(O)c1C,-0.69
CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c3ccc(OC(F)F)cc3,6.2
CC(=O)CC(=O)Nc1nn(=O)c2ccccc2n1=O,-1.4
OCC(Br)(Br)Br,2.1
CN(C)C(=O)c1cccnc1,-0.47
OC(=O)CCCn1nc2ccccc2n1,1.6
CC(=O)Nc1ccc(C)c(C)c1,2.1
OCCOc1ccc(Cl)cc1,1.99
Cc1cccc(c1)C2COCCN2,1.52
OCC(O)Cn1cnc2c(=O)[nH]c(Nc3ccccc3)nc12,0.4
CN(C)c1ccnnc1,-0.09
CC(=O)NCc1cc(ccn1)C(=O)NN,-1.58
CC(C)(C)c1ccc2OCCOCCOCCOCCOc3cc(ccc3OCCOCCOCCOCCOc2c1)C(C)(C)C,3.32
COC1C(CC(=O)OC(C)CC=CC=CC(=O)C(C)CC(CC=O)C1OC2OC(C)C(OC3CC(C)(O)C(OCC(C)C)C(C)O3)C(C2O)N(C)C)OC(=O)C,3.52
OCc1cccc(c1)C(F)(F)F,2.24
CCC(C)C(NC(=O)C)C(=O)NC(C)C(=O)NC(C(C)C)C(=O)N,-0.21
CCCCCCOC(=O)C,2.96
CCCN(C(=O)C)c1nc(=O)n(CCC)c(=O)[nH]1,0.88
CN(C)c1ccccc1,2.31
ClCCNC(=O)N(CCCl)N=O,1.53
Nc1ccc(Cc2ccc(N)cc2)cc1,1.59
ClC1C=C(Cl)C(Cl)C(Cl)C1Cl,3.6
COc1ccc2oc(nc2c1)N(N)CCC#N,0.98
COc1ccc(cc1)C2Cc3cc(ccc3N(CCN(C)C)C(=O)C2SC(=O)C)C(F)(F)F,5.4
CC(=O)C(=NNc1ccccc1Cl)C#N,4.01
CCCN(C(C)C)C(=O)C,1.47
OCCCCn1nc2ccccc2n1,1.57
COc1cc(C=NO)ccc1OCCOC(=O)c2cccc(Cl)c2,3.94
C(=Nc1ccccc1)c2ccccc2,2.82
CCCC(=O)OC1(C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C)C(=O)CCl,3.63
O=CC=Cc1ccco1,1.15
CC(=O)NC(Cc1ccccc1)C(=O)NCC(=O)N,-0.5
CC(C)(C)OC(=O)C1(CC1)S(=O)(=O)c2ccc(Cl)cc2,2.68
CNC(=O)Oc1ccccc1I,1.94
COc1c(Cl)cc(Cl)c(Cl)c1Cl,4.75
CCCc1c(O)c(ccc1OCCCCc2nnn[nH]2)C(=O)C,3.82
CC1(C)C(C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2)C1(C)C,5.7
C=CCC=C,2.47
COc1cc(N(=O)=O)c2ncccc2c1,1.87
CC(C)NNC(=O)C(C)Oc1ccccc1,1.39
OC(CF)Cn1ccnc1N(=O)=O,-0.52
CCON=C(CC)C1=C(O)CC(CC1=O)c2cccc(Oc3ccc(Cl)c(Cl)c3)c2,6.32
COC(=O)CCC(=O)C,-0.13
CCC(=O)N(C)C,-0.11
CCCNC1CCc2c(O)cccc2C1C,2.88
CC(=O)C1CC1,0.49
CC(=O)C(=NNc1ccc(Cl)cc1C)C#N,4.28
CCCCCOC(=O)CC,2.67
CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC3OC(C)CC(C3O)N(C)C)C(C)(O)CC(C)CN(C)C(C)C(O)C1(C)O,4.02
CC1=Nc2cc(ccc2S(=O)(=O)N1)C(F)(F)F,1.59
Cc1cccc(Cl)c1C(=O)O,2.31
CCCCCCNc1ns(=O)nc1NCCSCc2ccc(CN(C)C)o2,3.46
O=N(=O)c1ccc(Oc2ccccc2)cc1,3.83
C1CNC(=Nc2ccccc2)N1,0.73
O=C(Nc1ccccc1)c2ccccc2,2.62
O=C(COC(=O)c1ccccc1)N2CCCCC2,1.95
O=C(c1ccccc1)c2cccnc2,1.88
C(Cn1nc2ccccc2n1)N3CCN(Cc4ccccc4)CC3,3.0
CC(C)c1ccc(OC(=O)N(C)C)cc1,3.09
COP(=S)(OC)Oc1ccccc1,2.97
Nc1c(Cl)c(Cl)nc(C(=O)O)c1Cl,2.3
CCOC(=O)CC(=O)c1ccccc1,1.87
CC(C)NCC(O)COc1cccc2cc(oc12)C(=O)C,2.02
ClC1(Cl)CC1(c2ccccc2)c3ccccc3,4.88
CSc1ccccn1,1.71
CCN1CC(OC1=O)C(O)C(CC2CCCCC2)NC(=O)C(Cc3cnc[nH]3)NC(=O)C(Cc4ccc(OC)cc4)NC(=O)N5CCOCC5,2.11
OC(=O)c1cc(Cl)cc(Cl)c1,3.29
CCC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C,2.8
Nc1cccc(F)c1,1.3
COC(=O)c1cnccn1,-0.17
ClCCc1ccc(NN=C(C#N)C#N)cc1,3.58
NC(=O)CC(CC(=O)O)c1ccc(Br)cc1,1.12
C1COCCOCCOCCOCCO1,-0.47
CCCCc1ccc(cc1)C(=O)OCCN(C)C,4.06
Cc1cc(nnc1NCCN2CCOCC2)c3ccccc3,2.03
OCC=Cc1ccccc1,1.95
Cc1ccncc1CN2CCNC2=CN(=O)=O,-0.59
CCCC(=O)N,-0.21
CC(=O)Nc1ccc2cccccc12,2.47
COP(=O)(N)Oc1cc(Cl)c(Cl)cc1Cl,2.53
CC(=O)NC(Cc1c[nH]cn1)C(=O)N,-1.7
CC(CN(C)C)C(O)(Cc1ccccc1)c2ccccc2,3.83
COCCOC,-0.21
CCOC(=O)c1ccccc1O,2.95
N(c1ccccc1)c2ccc3ccccc3c2,4.38
FC(F)(F)c1nc2ccccc2[nH]1,2.67
Nc1ccn(C2CC(O)C(CO)O2)c(=O)n1,-1.77
CC(C(=O)O)c1cccc(c1)C(=O)c2ccccc2,3.12
CN(C)C(=O)NS(=O)(=O)c1ccccc1,0.28
CC(=O)c1ccc(cc1)S(=O)(=O)c2ccc(N)cc2,1.67
Nc1c(Cl)c(Oc2ccccc2)ccc1N(=O)=O,4.37
OC(=O)c1cn(c2ccccc2C(F)(F)F)c3cc(N4CCNCC4)c(F)cc3c1=O,1.56
O=C(Cn1ccnc1N(=O)=O)NCc2ccccc2,0.91
NC(=O)c1ccc(I)cc1,1.99
CC(=NNC(=S)NNC(=S)Nc1ccccc1Cl)c2ccccn2,2.67
COc1ccc(CCNC(=O)C=Cc2ccc(O)c(O)c2)cc1OC,2.07
COc1cccc(C=CN(=O)=O)c1,2.37
c1ccc(cc1)c2ccc3ccccc3n2,3.9
CCN(CC)C(=O)CCC(=O)OCn1ncc2c(=O)[nH]cnc12,-0.22
CCCCCNC(=O)c1ccc(cc1)S(=O)(=O)N,1.51
OC(=O)Cc1ccccc1Oc2ccc(Cl)cc2Cl,3.95
CCOc1cn[nH]c1,0.8
NCCCN1c2ccccc2Sc3ccc(Cl)cc13,4.47
Clc1ccc(Oc2ccc(cc2)N(=O)=O)c(Cl)c1,4.64
Cc1c[nH]c2ccccc12,2.6
CCOc1ccccc1c2nc(N)nc(N)n2,1.03
CC(C)(C)C(=O)OCn1ncc2c(=O)n(COC(=O)C(C)(C)C)cnc12,2.5
CCCCCCNC(=O)c1[nH]nc(C)c1N(=O)=O,2.47
CCc1cccc(CC)c1OC(=O)C,3.4
Clc1ccc2OCC(NC(=O)CN3CCOCC3)c2c1,1.55
CC1(O)CCCCC1,1.33
CN(Nc1ccccc1)C(=O)C,1.31
O=C1NC(=O)C(=O)C1c2ccccc2,2.26
NC(=O)c1ccnnc1,-0.96
CCC(=C)C=O,1.24
CN(C)C(=O)Nc1ccc(C)cc1,1.33
CN(C)c1cccc2ccccc12,3.47
CN(C)S(=O)(=O)c1ccc(cc1)N(C)C(=O)CCO,-0.26
COCCOc1ccccc1,1.73
Brc1ccc(Br)c(c1)c2cc(Br)c(Br)cc2Br,7.1
COC(=O)c1ccccc1OC(=O)C,1.47
CN(C(=O)C)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I,-2.06
COC(=O)C(C)NP(=O)(OCC1OC(C=C1)n2cc(C)c(=O)[nH]c2=O)Oc3ccc(cc3)N(=O)=O,0.9
O=c1cccccc1,0.26
CCOP(=S)(CC)Sc1ccccc1,3.94
Clc1cc(N(=O)=O)c(Cl)c(Cl)c1Cl,3.93
OCC1OC(C(O)C1O)n2ccc(N=CN3CCCC3)nc2=O,-1.15
CCC(C)C(N)C(=O)NC(C(C)CC)C(=O)NC(C(C)C)C(=O)NC(C(C)C)C(=O)O,-1.41
Cc1ccc2ccccc2c1,3.86
OCC1OC(OC2C(O)C(O)C(Oc3ccc(cc3)N(=O)=O)OC2CO)C(O)C(O)C1O,-1.39
CCN(CC)Cc1cccc(c1)C(=O)Nc2c(C)cccc2C,3.09
CCC(=O)C1(CCN(C)CC1)c2cccc(OC(=O)c3ccccc3)c2,3.03
COC(=O)C(C)NP(=O)(OCC1OC(C=C1)n2cc(C)c(=O)[nH]c2=O)Oc3cccc(F)c3,1.08
Clc1c(Cl)c(Cl)c2ccccc2c1Cl,5.75
CC(=O)N(c1ccc(nn1)N2CCOCC2)n3c(C)ccc3C,1.64
COC(=O)CS(=O)(=O)c1ccccc1N(=O)=O,0.78
FC(F)(F)Sc1ccccc1,3.57
Fc1ncccn1,0.02
OC(=O)c1ccccc1Br,2.2
CC(C)OC(=O)CS(=O)(=O)c1ccccc1N(=O)=O,1.72
Brc1c[nH]c(=O)[nH]c1=O,-0.21
OCC1OC(CC1O)n2ccc(N=CN3CCCCC3)nc2=O,-0.51
CCC(C)OC(=O)C=Cc1ccc(o1)N(=O)=O,3.09
CCC(C)C(N)C(=O)O,-1.72
COCCOCCOC,-0.36
COC(=O)c1ccc(N)cc1,1.35
OC1CCN(CCCc2ccccc2COc3ccc(F)cc3)CC1,3.3
c1cn(cn1)C(c2ccccc2)c3ccc(cc3)c4ccccc4,4.77
O=C(Oc1ccccc1)c2ccccc2,3.59
CNC(=O)Oc1ccccc1Br,1.77
CCOc1ccc(NC(=O)OCCBr)cc1OCC,2.78
CCOC(=O)N,-0.15
CCOC(=O)C(=Cc1cccc(OC)c1)C(=O)C,2.34
CCC(C)OC(=O)C,1.72
COC(=O)c1c(N2CCOCC2)c(cn1C(=O)C)c3ccc(Cl)cc3,3.5
Nc1nc(N)nc(n1)c2cc(F)ccc2Cl,1.38
Cc1onc(c1C(=O)NC2C3SC(C)(C)C(N3C2=O)C(=O)O)c4ccccc4,2.31
COc1ccccc1C(=O)NCCN,0.0
Nc1ccc(Cc2nc3cc(Cl)ccc3[nH]2)cc1,3.2
CNCCO,-0.94
Nc1nc(N)nc(n1)c2ccc(cc2)N(=O)=O,1.6
COC(=O)c1cncc(Cl)n1,0.47
CCCCCCCCBr,4.89
OC(COCC(F)(F)F)Cn1ccnc1N(=O)=O,0.52
CCNC(=S)N,-0.21
CC(=O)Nc1ccc(Oc2ccccc2)cc1,3.13
Cc1nonc1S(=O)(=O)c2ccccc2,2.36
CCNP(=O)(OC)Oc1cc(Cl)c(Cl)cc1Cl,3.18
C1COP(Oc2ccccc2)O1,1.42
Cc1ccc(Cl)c(C)c1,3.83
Oc1cc(F)ccc1N(=O)=O,1.91
OCCCNC(=O)Cn1cnc(n1)N(=O)=O,-1.27
COC(=O)Nc1cccc(c1)C(=O)C,1.63
Cc1ccccc1,2.73
OCC(NC(=O)C(C#N)c1ccccc1)C(O)c2ccc(cc2)N(=O)=O,1.47
CS(=O)(=O)Nc1ccc(cc1)S(=O)(=O)N,-0.73
CCOC(=O)c1ccccc1,2.64
CCC(C)c1ccccc1OC(=O)N(C)C,3.31
CCCCCCCCOC(=O)C,4.05
Cc1ccc2c(ccc3ccccc32)c1,5.15
CCc1cc(=O)n2c(C)cccc2n1,1.59
CCc1ccc2cc(O)c(O)cc2c1,3.25
CCCCCOc1ccccc1NC(=O)OCCN2CCCCC2,5.39
CSc1ccc2ccccc2n1,3.04
CC(C)(C)C(=O)c1ccccc1,3.0
OCC(O)C(CO)Nc1cnc(cn1)N(=O)=O,-0.89
Cc1ncc([nH]1)N(=O)=O,0.1
CC(=O)NC(Cc1ccccc1)C(=O)NC(CCC(=O)N)C(=O)N,-1.03
CNC(=O)Oc1ccccc1C(C)(C)C,2.65
CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)C(CCCN)NC(=O)C)C(=O)N,0.54
CCCCSC(C)(C)C(=O)N,1.81
CCCc1ccc(CNc2ncnc3[nH]cnc23)cc1,3.72
C1CN(C1)c2ncnc3[nH]cnc23,0.87
OCc1ccc2cccnc2c1,1.29
OC(=O)COc1ccc2ccccc2c1,2.53
CNC(=O)N(C)c1nnc(s1)C(C)(C)C,1.79
CCCNC(=O)CNC(=O)C=N#N,-0.24
Cc1cnc2CCCCn2c1=O,0.12
OCCNCc1ccccc1,0.79
CC(C)C1CCC(C)CC1,5.56
CNC(=O)Oc1ccc(cc1)S(=O)(=O)C,0.34
CC(=O)OCC1=C(N2C(SC1)C(NC(=O)CBr)C2=O)C(=O)O,-0.7
CCC(C)NC(=O)C=C(Br)c1ccc(Cl)cc1,3.9
CCCCCCCOC(=O)c1ccc(N)cc1,4.5
COc1ccc(cc1)c2sc(Nc3ccccc3)n[n+]2C,2.02
CCc1cccc(OC(=O)NC)c1,2.2
CC(C)C(Cl)C(=O)NC(=O)N,1.0
COc1cccc(OC)c1C(=O)NC2C3SC(C)(C)C(N3C2=O)C(=O)O,1.22
OC(=O)Cc1ccccc1Nc2c(F)cccc2Cl,3.8
CN(C)CCCN1c2cc(O)ccc2Sc3ccc(Cl)cc13,4.63
CCOC(=O)c1nc2nc[nH]c2c(=S)[nH]1,-1.65
c1cc2cccnc2[nH]1,1.82
Fc1ccc(NS(=O)(=O)C(F)(F)F)cc1,3.25
Clc1ccc(OCc2cccc(CN3CCOCC3)c2)cc1,3.52
CN1C(=O)CN=C(c2ccccc2F)c3cc(I)ccc13,3.14
Cn1c(C=C)cnc1N(=O)=O,0.64
OCc1ccncc1,0.06
CCOP(=O)(OCC)C(C)(C)N(=O)=Cc1ccncc1,0.32
COc1cc(cc(OC)c1OC)S(=O)(=O)CC(O)c2ccccc2,1.65
NC(=O)C=Cc1ccc(o1)N(=O)=O,0.65
Clc1ccc(Cl)c(c1)c2cc(Cl)ccc2Cl,6.26
NS(=O)(=O)c1ccc(SCCO)c(F)c1,0.72
CC(C)NCC(O)COc1ccc(CNC(=O)C)cc1,0.32
CCCCC1=Nc2ccc(Cl)cc2S(=O)(=O)N1,2.52
OC(=O)C(Cc1ccc(O)cc1)n2cccc2,1.56
CCCCC(=O)OC,1.96
CC(=CCO)C=CC=C(C)C=CC1=C(C)CCCC1(C)C,5.68
OCc1cc(Cl)ccc1O,1.44
CCOc1ccccc1N2CCN(CC3CN=C(N)O3)CC2,1.21
CCC1(CCC(C)C)C(=O)NC(=O)N(C)C1=O,2.45
FC(F)(F)c1nc2c(Cl)cccc2[nH]1,2.93
CN(C(=S)N)c1ccccc1,0.85
Nc1ccc(S)cc1,1.31
CCCC(=O)NC(=O)NC(=O)CCC,1.4
Cc1ccc2[nH]c(N)nc2c1,1.11
Clc1cc(NC=NOc2ccccc2)cc(Cl)c1OCC#C,4.4
O=C1CCCCC1,0.81
CCOc1cc(Cc2cnc(N)nc2N)cc(OC)c1C(=C)C,2.65
CCC(C)Nc1c(cc(cc1N(=O)=O)C(C)(C)C)N(=O)=O,4.93
CC(C)(C)N(=O)=Cc1ccn(=O)cc1,-1.05
NS(=O)(=O)c1ccc(O)cc1,0.06
CCCN1C(=O)C(=O)c2ccccc2C1=O,1.6
CCCCc1oc2ccccc2c1C(=O)c3cc(I)c(OCCN(CC)CC)c(I)c3,7.57
Cc1cc(Br)cc(C(=O)N)c1O,2.76
OC(=O)c1cc(Oc2cc(ccc2Cl)C(F)(F)F)ccc1N(=O)=O,3.7
N#CCCc1ccccc1,1.72
CC(C)CCC(=O)C,1.88
CC(C)S(=O)(=O)n1c(N)nc2ccc(cc12)C(=NO)c3ccccc3,3.1
Cc1cccc(C)c1CCc2c[nH]cn2,2.91
CCC(CC)(OC)C(=O)NC(=O)N,0.96
CCCOc1ccc(OCC(OC(=S)n2ccnc2)C(C)(C)C)cc1,5.03
CN(C)c1nnc(c2ccccc2)c3ccccc13,3.22
CC(=O)Nc1cccc(OCc2cccc(c2)N3C(=NC(=NC3(C)C)N)N)c1,1.15
CN(C)c1cnnc(c1)N(C)C,0.84
Clc1ccc(cc1)c2ccccc2,4.61
CC(=O)Nc1ccc(Cl)cc1Cl,2.18
CS(=O)(=O)Nc1ccc(cc1Oc2ccccc2)N(=O)=O,2.6
CCON=CNc1cc(F)c(OCC#C)c(OCC#C)c1,2.1
NC(C1CCCC1)C(=O)O,-1.31
Nc1nc(Cl)nc2n(cnc12)C3OC(CO)C(O)C3O,-0.37
OC1OC(=O)C(=C1C(Cl)Cl)Cl,-0.44
N#CC=Cc1ccccc1,1.96
Cc1nc2c(N)ncnc2n1C3OC(CO)CC3F,0.1
N#CC(=Cc1ccco1)C#N,1.4
COC1(NC(=O)Cc2cccs2)C3SCC(=C(N3C1=O)C(=O)O)COC(=O)N,-0.02
NNC(=O)c1ccccc1N,-0.18
Oc1cc(Cl)c(Cl)cc1Cl,3.72
CNn1cc(C(=O)O)c(=O)c2cc(F)c(cc12)N3CCN(C)CC3,0.23
NC(=O)c1ccsc1,0.5
OC(=O)CCc1c[nH]c2ccccc12,1.75
CC(=O)OCCOCn1cnc2c(=O)[nH]c(N)nc12,-1.01
NS(=O)(=O)c1cc2c(NC(CSCC=C)NS2(=O)=O)cc1Cl,1.17
C1Oc2cc3ccncc3cc2O1,1.75
OC(=O)Cc1ccc(OCc2ccccc2)c(Cl)c1,3.43
OC(=O)Cc1cccc(Cl)c1,2.09
NC1=NCC(CN2CCN(CC2)c3cccc(Cl)c3)O1,1.83
CC(=O)C,-0.24
Fc1cccc(F)c1C(=O)NC(=O)Nc2cc(Cl)c(Oc3ncc(cc3Cl)C(F)(F)F)c(Cl)c2,5.8
OC1C2C3CC1C(O)C32,-0.42
OC(=O)COc1ccc(cc1)S(=O)(=O)F,1.82
N#Cc1cccc(C#N)c1,0.8
NCCCc1ccncc1,0.4
CC1CCC2CC(=O)N(C)C3OC4(C)CCC1C23OO4,2.76
Cc1cc(=S)ss1,1.85
Nc1ccc(F)c(Cl)c1,2.06
CC(C)c1cc(OC(=O)C)c(C)cc1OCCN(C)C,3.17
ONS(=O)(=O)c1ccccc1,0.47
Cc1cssc1=O,1.33
CC1(C)C(O)CC2C1(O)C(O)CC3(CC(C)(O)C4CCC3C2(C)O)C4O,0.27
Cc1c(O)c(=O)ccn1C,-0.68
Oc1cccc(Cl)n1,0.93
CCc1ncc(nc1c2ccccc2)c3ccccc3,4.66
O=C1CC2(CCCC2)C(=O)N1Oc3ccccc3,1.77
COP(=S)(OC)SCC(=O)N(C(C)C)c1ccc(Cl)cc1,3.81
Nc1sc2ccccc2c1C#N,2.17
COc1cc2CC(O)C(NC(=O)C)c3cc(=O)c(OC)ccc3-c2c(OC)c1OC,0.33
Nc1c(Cl)cc(cc1Cl)N(=O)=O,2.8
FC(F)(F)Cl,1.65
CCCOn1c(=O)cc(C)[nH]c1=O,0.3
COc1ccc(cc1)n2nnnc2N,0.85
ClC1=C(Cl)C2(Cl)C3COS(=O)OCC3C1(Cl)C2(Cl)Cl,3.83
NC(=O)c1c(Br)cccc1Br,1.0
CSCCC(NC(=O)C)C(=O)NC(C(C)C)C(=O)N,-0.28
CC(C)(C)N(NC(=O)c1ccccc1)C(=O)c2ccc(cc2)N(=O)=O,2.63
CC(=O)NC(Cc1ccccc1)C(=O)NC(Cc2ccccc2)C(=O)N,1.19
CCCCC(O)CCC,2.68
Clc1cc(Cl)c(Cl)nc1Cl,3.32
CCCNC(=O)NO,-0.22
COc1ccccc1OCC(O)CNC(C)C,1.69
CON=CNc1cc(Cl)c(OCC#C)c(OCC#C)c1,2.3
Cc1ccco1,1.85
COC(=O)c1c(F)cccc1Cl,2.42
O=S(Cc1ccccc1)Cc2ccccc2,1.99
O=N(=O)c1nccn1CCOc2ccccc2,1.89
Nc1ccn(C2C=C(CO)C(O)C2O)c(=O)n1,-2.36
CCCCCCCCCCCCC,7.56
Fc1c[nH]c(=O)n(C(=O)c2ccccn2)c1=O,-0.06
CC(C)Oc1c(Br)c(Br)n(C)c1C(=O)Nc2nnn[nH]2,2.52
NC(C(=O)NC1C2SCC(=C(N2C1=O)C(=O)O)Cl)c3ccccc3,-1.79
CCCC(=CC(=O)NC(C)CC)c1ccc(Cl)cc1,4.87
CN(C)C(=O)OCc1ccc(cc1)N(=O)=O,1.95
O=C(Nc1ccccc1)C2C(=O)NC(=S)NC2=O,0.14
CC(C)N(C(=O)COc1nnc(s1)C(F)(F)F)c2ccc(F)cc2,3.2
Nc1nnnn1c2ccccc2,0.69
CCOCCOC(=O)C(=C(CC)NCc1ccc(cc1)N(=O)=O)C#N,2.64
CCCNC(=O)c1[nH]cc(c1N2CCOCC2)c3ccc(Cl)cc3,4.2
CCCNC(=O)c1ccoc1,1.2
FCCN(N=O)C(=O)NC1CSCSC1,1.54
NC(=O)c1ccccc1NCC(O)CO,-0.8
OC(=O)CCc1ccc(O)cc1,1.16
