smile,logp
COC(=O)c1cccc(c1)N(=O)=O,1.89
OC(=O)Cc1ccc(OCc2ccccc2)cc1,2.90
Fc1ccccc1C2=NCC(=O)Nc3cc(Cl)c(Cl)cc23,3.63
CNC(=O)C1(O)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,1.54
CCCC(=O)OCn1cnc(CSCCNC(=NC#N)NC)c1C,1.60
N(Nc1ccccc1)c2ccccc2,2.94
COc1ccc(cc1)C2Sc3ccccc3N(CCN(C)C)C(=O)C2OC(=O)C,2.80
CCN(CC)P(=O)(N(CC)CC)N(CC)CC,2.53
O=C(CNC(=O)c1ccccc1)Oc2ccccc2,2.31
CN(CO)c1nc(nc(n1)N(C)CO)N(C)CO,0.40
CC(Oc1ccc(Cl)cc1C)C(=O)O,3.13
COc1c(O)cc2CCC(NC(=O)C(F)(F)F)c3cc(=O)c(SC)ccc3-c2c1OC,2.61
C1CCCCC1,3.44
CCOc1ccccc1OCc2ccccc2CCCN3CCC(O)CC3,3.10
COc1cccc2C(=O)c3c(O)c4CC(O)(CC(OC5CC(C(O)C(C)O5)N6CCOCC6C#N)c4c(O)c3C(=O)c12)C(=O)C,2.59
Cn1cccn1,0.23
CC(C)Oc1c(Br)c(Br)n(C)c1C(=O)Nc2nnn[nH]2,2.52
CCOc1cc(Cc2cnc(N)nc2N)cc(OCC)c1C(=O)CS(=O)(=O)C,0.79
Cc1cc2nc[nH]c2cc1C,2.35
OC1C=CC2C3Cc4ccc(O)c5OC1C2(CCN3CC=C)c54,1.86
COP(=O)(OC)OC(=CC(=O)OC(C)c1ccccc1)C,3.30
OCC(O)CN1C(=O)CN=C(c2ccccc2F)c3cc(I)ccc13,1.81
CN(C)CCOC(=O)c1ccc(cc1)C(=O)C,1.57
COc1ccc(cc1)C2Cc3c(C#N)cccc3N(CCN(C)C)C(=O)C2OC(=O)C,3.3
COCC(C)n1ccc(=O)c(O)c1C,-0.26
COc1ccc(cc1)C2Cc3c(cccc3N(CCN(C)C)C(=O)C2O)C(F)(F)F,4.1
Clc1cc(Cl)c(c(Cl)c1)c2ccc(Cl)c(Cl)c2Cl,6.97
OC(=O)C1CC(=O)c2cc(Cl)ccc2O1,1.77
Clc1cccc(c1)c2ccccc2,4.71
C1Cc2cccc3cccc1c23,3.92
Cc1ccc(C)c(O)c1,2.33
COc1ccc(OCC(=O)O)cc1,1.23
Cc1c(C=O)non1=O,1.02
CCOP(=S)(OCC)Oc1ccc(SC)cc1,4.16
COc1cccc(C=O)c1O,1.37
CCc1ccc[nH]1,1.59
CC(=O)CC(c1ccccc1)c2c(O)c3ccccc3oc2=O,2.70
CCCNc1nc(NC(C)C)nc(SC(F)F)n1,4.23
CC(C)CN1C(=O)C(=O)c2ccccc2C1=O,2.08
OCCNc1ccccc1,0.82
CC1Cc2c(Cl)cc(C(=O)NC(Cc3ccccc3)C(=O)O)c(O)c2C(=O)O1,4.74
CON(C)C(=O)Nc1cccc(CO)c1,0.62
O=C(NN=Cc1ccc[nH]1)Nc2ccccc2,2.96
Oc1ccc(Br)cc1,2.59
COc1cc(cc(OC)c1OC)C(=O)Nc2ccc3nn(nc3c2)C4CCCCC4,4.45
COc1c2occc2cc3ccc(=O)oc13,1.93
COc1ccc(cc1)C2Cc3c(OC)cccc3N(CCN(C)C)C(=O)C2C,4.6
CON(C)C(=O)Nc1ccc(C=C(C#N)C#N)cc1,2.19
COC1=C(OC)C(=O)C(=C(C)C1=O)C,1.26
CCCC(CCC)C(=O)O,2.75
C1c2ccccc2-c3cc4ccccc4cc13,5.77
CCCN,0.47
CCCCCCCCC,5.65
Clc1cccs1,2.69
CCN(CC)C(=O)C1CN(C)C2Cc3c[nH]c4cccc(C2=C1)c34,2.95
Clc1cc(NC(=O)Nc2ccccc2)ccn1,3.20
FC(F)(F)c1nc2cc(Cl)c(Cl)cc2[nH]1,3.99
CCCc1c(O)c(ccc1OCCCCc2nnn[nH]2)C(=O)C,3.82
CNC1CCc2c(OC)cccc2C1C,2.42
O=C(C=CC(=O)c1ccccc1)c2ccccc2,3.16
O=C1C=C(N2CCCC2)C(=O)c3ccccc13,2.89
CN(C)C(=O)Nc1ccc(Br)cc1,2.19
NC(=O)c1cncc(Cl)n1,0.28
CCCC1(CC2CC3CC(N)(C2)C1)C3,3.76
COc1cc(ccc1c2cn3cccnc3n2)C(=O)N,0.7
CNC(=O)ON=C1CSC(C)(C)S1,1.33
CCCCCCCCCCCO,4.72
CC(CO)CCNc1ncnc2[nH]cnc12,1.16
CCCCCCNc1ncnc2[nH]cnc12,3.16
CN(C)C1=CC(=O)c2ccccc2C1=O,1.90
CC(=O)NN=Cc1c(O)ccc2ccccc12,2.91
CC(C)(C)C(O)C(Cc1ccc(Cl)cc1)n2cncn2,3.20
ClC=CCON=CNc1cc(Cl)c(OCC#C)c(Cl)c1,3.90
CCN(CC)CCSC(=NO)c1nc(no1)C(C)(C)C,2.43
NCCCOC1Cc2c(O)cc(O)cc2OC1c3ccc(O)c(O)c3,0.52
CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)COC(=O)C(C)(C)C,3.86
OC(CC#C)(c1cccnc1)c2ccc(Cl)c(Cl)c2,2.42
CC(N)Cc1ccc2OCOc2c1,1.64
Brc1ccc2ccc3cccc4ccc1c2c34,5.81
OCCCCO,-0.83
COc1c(Br)cc(Br)cc1Br,4.48
Fc1ccc(NC(=O)NC(=O)c2c(F)cccc2F)cc1,3.20
CC(C)CC(NC(=O)C)C(=O)NC(CCC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)N,0.47
Clc1ccc2cncnc2c1,1.74
CN(C)c1ccc(cc1)S(=O)(=O)N,0.76
CC(C)N(N=O)C(=O)Nc1ccccc1,2.50
COC(=O)c1ccc(NC(=O)C)cc1,1.79
Fc1ccc(F)c(F)c1,2.41
CCC(CC)C(=O)NS(=O)(=O)c1ccc(OC)cc1N,2.03
CCOC(=O)C1=C(COCCN)NC(=C(C1c2ccccc2Cl)C(=O)OC)C,3.30
COc1cc2cc[n+](C)cc2cc1OC,-2.06
O=N(=O)c1cnc2ccccc2c1,1.97
C=C,1.13
CC(=O)OC1COC(NC(=O)N(CCCl)N=O)C(OC(=O)C)C1OC(=O)C,1.05
Cc1ccc(C)c(c1)C(=O)NS(=O)(=O)c2ccc(N)cc2,2.19
CCCc1ccc2c(c1)C(=O)c3ccc(NC(=O)C)cc3S2(=O)=O,3.51
CNc1cc(Cc2cnc(N)nc2N)cc(NC)c1,0.44
O=C(C(=O)c1ccco1)c2ccco2,1.24
Cc1ccc(Cc2c[nH]cn2)cc1C,2.72
CNC(=O)ON=C(SC)C(=O)N(C)C,-0.47
CC(=O)OC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,3.40
Fc1ccc(cc1)C2(Cn3cncn3)OC2c4ccccc4Cl,3.44
CC(=C)c1ccccc1,3.47
CCOP(=O)(CC)Sc1ccccc1,2.11
OCCCNC(=O)C(F)(F)Cn1ccnc1N(=O)=O,-0.64
O=C1C(=C2Nc3ccccc3C2=O)Nc4ccccc14,3.72
C1Cc2c[nH]nc2C3CCc4c[nH]nc4C13,0.30
Nc1nc2n(cnc2c(=O)[nH]1)C3OC(CO)CC3F,-1.18
CC(N=C=S)c1ccccc1,3.47
CNC(=O)NCCSCc1nc[nH]c1C,-0.06
CN1C(=O)CN=C(c2ccccc2C(F)(F)F)c3cc(ccc13)N(=O)=O,2.45
Cn1ccccc1=O,-0.23
CCC[n+]1ccc2ccccc2c1,-2.30
CC(C)c1ccccc1,3.66
CC(C)(C)N(NC(=O)c1ccccc1)C(=O)c2cccc(c2)N(=O)=O,2.73
CCCCN(C)N=Nc1ccccc1C(=O)N,3.52
N#Cc1ccc(C#N)cc1,0.93
CCC(C)OC(=O)C=Cc1ccc(o1)N(=O)=O,3.09
OC(=O)COc1ccc(Cl)c(I)c1,3.10
O=CNC=Cc1ccc(C#N)cc1,1.62
COc1ccc(cc1)n2ccc(=O)c(O)c2C,1.27
CNC(=O)ON=Cc1ccc(Cl)c(Cl)c1,2.89
Nc1nnnn1c2ccc(Cl)c(Cl)c2,2.06
COC(=O)c1cccc(NC(=O)C)c1,1.47
CC(C)OC(=O)C1(CCCCC1)S(=O)(=O)c2ccc(C)cc2,3.21
CC1=Nc2cccc(Cl)c2S(=O)(=O)N1,0.62
COc1ccccc1C(=O)N(C)C,0.71
NS(=O)(=O)c1cccc(C#N)c1,0.28
C1CCc2nnnn2CC1,0.14
CC(C)(C)c1ccc(O)cc1,3.31
CCN1CCNC1=Nc2ncc(s2)N(=O)=O,2.28
CCCCCCCOc1ccccc1NC(=O)OC2CCCCC2CN(C)C,6.30
Oc1ccccc1C(F)(F)F,2.80
OCC1OC(C(O)C(O)C1O)n2ccnc2N(=O)=O,-1.40
CN(C)C(=O)c1cccnc1,-0.47
Nc1ccc(Cl)c(c1)N(=O)=O,2.06
CCCN(CCOc1c(Cl)cc(Cl)cc1Cl)C(=O)n2ccnc2,4.6
CC(=O)NC(CCCCN)C(=O)NC(Cc1ccccc1)C(=O)N,0.12
NCCCN1c2ccccc2Sc3ccc(Cl)cc13,4.47
O=c1cnc2ccccc2[nH]1,0.80
CSCCC(N)C(=O)NC(C(C)C)C(=O)O,-2.53
CC12CC(O)C3C(CCC4=CC(=O)CCC34C)C2CCC1(O)C(=O)COC5OC(CO)C(O)C(O)C5O,0.15
CCCCCC#N,1.66
O=C(NP(=O)(N1CC1)N2CC2)c3ccccc3,0.81
CC(=O)OCC(=O)C12OC(C)(C)OC2CC3C4CC(F)C5=CC(=O)C=CC5(C)C4(F)C(O)CC31C,3.19
CC(=O)Nc1ccc(Br)cc1C,2.03
CC1(C)COC(Cn2cncn2)(OC1)c3ccc(cc3Cl)n4ccnc4,2.26
CC(C)Nc1nc(NC(C)(C)C)nc(SC(F)F)n1,4.70
NC(=O)COc1ccccc1Cc2cnc(N)nc2N,-0.34
Cc1nnc(c2ccccc2)c(=O)n1N,0.83
CCOC(=O)CC(=O)c1ccccc1,1.87
COc1ccccc1NC(=O)OCCN2CCOCC2,1.66
CCNC(=O)NC(=O)C,-0.01
CCOC(=O)CC,1.21
CC(C(=O)O)(c1ccccc1)c2ccccc2,2.96
C1COCCOCCOCCOCCOc2ccccc2OCCOCCOCCOCCOCCO1,-0.09
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C)CC3)c(F)c12,-0.09
CCOc1cccc(NC(=O)OCCN2CCCCC2)c1,3.77
NC(=O)C1CCCN1C(=O)C(Cc2cn(cn2)C(=O)OC3CCCCC3)NC(=O)C4CCC(=O)N4,0.60
CCOC(=O)CON=CNc1cc(Cl)c(OCC#C)c(Cl)c1,3.60
COC(=O)c1cccc(C)c1,2.77
CCOC(=O)CCC(NC(=O)c1ccc(cc1)N(C)Cc2cnc3nc(N)nc(N)c3n2)C(=O)OCC,0.98
CN(C)c1ccc(C)cc1,2.81
CCOC(=O)Cn1nnc(Oc2ccc(NC(=O)N(C)C)cc2)n1,1.12
CCNc1nc(NC(C)(C)C)nc(SC(F)F)n1,4.57
N#CCCCCCCC#N,0.59
O=P(Oc1ccccc1)(Oc2ccccc2)Oc3ccccc3,4.59
CC(Oc1ccccc1)C(=O)NC2C3SC(C)(C)C(N3C2=O)C(=O)O,2.20
CC(=O)c1ccc(cc1)N2CCCCC2,3.13
COc1cc(C)ccc1N=C2NCCN2,1.64
Oc1c(Br)cc(C#N)cc1Br,2.8
CCNc1nc(Cl)nc(NC2CC2)n1,2.13
CCCCCC1Nc2cc(c(cc2S(=O)(=O)N1)S(=O)(=O)N)C(F)(F)F,2.66
CNc1ccccc1,1.66
COC(=O)c1ccc(Br)o1,1.84
NNC(=O)c1ccccc1Cl,0.14
CNc1ccc(cc1)S(=O)(=O)N(C)C,1.43
OCC1CC2CCC1C2,1.99
Cc1ccc(CO)c(C=NNC(=O)c2ccc(cc2)N(=O)=O)c1O,3.03
c1c([nH]c2ccccc12)c3ccccn3,3.33
CCCCc1ccc(NC(=O)C)cc1,3.30
NCCCCCc1ccncc1,1.40
Clc1ccccc1c2nnc(nn2)c3ccccc3Cl,3.2
Clc1ccc(CN2CCNC2=CN(=O)=O)cc1,0.99
NC(=O)c1ccco1,-0.11
CCCOc1ccccc1NC(=O)OCCN2CCCCC2,4.23
CCOC(=O)C(C)c1ccc(cc1)n2sc3ccccc3c2=O,3.91
COc1cccc(N=C=S)c1,3.68
CCOC(=O)C(=Cc1cccc(C)c1)C(=O)OCC,3.55
CC(C)(O)C(=O)Nc1ccc(Cl)cc1,2.0
CCOC(=O)n1cc(F)c(=O)[nH]c1=O,-0.17
CC(C)C(NC(=O)C(CCC(=O)N)NC(=O)C)C(=O)N,-1.85
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1Cl,1.87
CC(=O)NN=Cc1c(O)c(C)ccc1CO,1.71
CC(C)C(=O)NS(=O)(=O)c1ccc(C)cc1N(=O)=O,2.17
CN(C)N=Nc1ccc2[nH]ncc2c1,2.36
CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2,6.05
CCOCCCNc1ncnc2[nH]cnc12,1.15
S=c1ssc2CCCc21,2.53
Cc1ccccc1C(=N)c2ccccc2,3.21
CC(C)S(=O)(=O)n1c(N)nc2ccc(cc12)C(=NO)c3ccccc3,3.10
OC(=O)Cc1ccc(O)cc1,0.75
ON=C1C=CC(=NO)C=C1,1.49
CCCc1ccc(NC(=O)N(C)C)cc1,2.55
COc1ccc2nccc(C(O)C3CC4CCN3CC4C=C)c2c1,2.64
CC(C)(C)c1cccc(OC2OC(CO)C(O)C(O)C2O)c1,1.01
Nc1ccc(C(=O)Oc2cccc(Cl)c2)c(O)c1,3.90
CCCC(=O)NC(=O)NC(=O)CCC,1.40
NC1CC2CC1c3ccc(cc23)C(F)(F)F,2.91
COC(=O)c1c(N2CCOCC2)c(cn1C(=O)C)c3ccc(Cl)cc3,3.5
CC(C)N=c1cc2n(c3ccc(Cl)cc3)c4ccccc4nc2cc1Nc5ccc(Cl)cc5,7.48
CCCCCOc1cccc(O)c1,3.63
CCNc1nc(NC(C)C)nc(OC)n1,2.69
COC(=O)C(=NNc1ccc(SC(F)(F)F)cc1)C#N,4.27
c1cnc2nccnc2c1,-0.04
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)N,1.41
NS(=O)(=O)c1nc2ccc(cc2s1)N(=O)=O,1.36
COC1CC(OC2CCC3(C)C(CCC4C3CCC5(C)C(C(CC45O)OC(=O)C)C6=CC(=O)OC6)C2)OC(C)C1=O,1.65
Sc1nc2ccccc2s1,2.41
Cn1nnnc1SCC2=C(N3C(SC2)C(NC(=O)C(O)c4ccccc4)C3=O)C(=O)OCOC(=O)C(C)(C)C,0.85
CN(N)C(=O)c1ccc(C)cc1,1.36
COc1ccc2CC3NCCC4(C5Oc1c24)C3C=CC5O,0.69
Clc1cccc2cc[nH]c12,3.25
COc1ccc(CC(C)N)cc1,1.77
Cc1ccc(C=CN(=O)=O)cc1,2.66
CN1CCCNCC1,-0.40
CCOC(=O)C(Cc1ccccc1)C(=O)OCC,2.76
CC(=O)c1ccc(Cl)cc1,2.32
CC1CN(CC(C)N1N=O)N=O,0.08
CC(=O)OCC[N+](C)(C)C,-3.61
O=N(=O)c1ccc2[nH]nnc2c1,1.95
CCC(C)CO,1.16
ClCCN(N=O)C(=O)NC1CCSCC1,2.07
CC(C)(C)C(=O)OCn1cc2c(=O)n(COC(=O)C(C)(C)C)cnc2n1,2.34
CN1C=CCC(=C1)C(=O)OC2CCC(CC2)NC(=O)N(CCCl)N=O,2.53
Clc1cc(Cl)c2oc(cc(=O)c2c1)c3ccccc3,4.76
OCC1OC(C(O)C1O)n2cnc3c(NCc4ccco4)ncnc23,0.52
CC1(C)CCC(Cc2ccc(Cl)cc2)C1(O)Cn3cncn3,3.83
CC1C2Cc3ccc(O)cc3C1(C)CCN2CC=C(C)C,4.64
Cc1cc(C)cc(Cc2c[nH]cn2)c1,2.52
CN(C)C(=S)N(C)C,0.49
C1COCCOCCOCCOc2ccccc2OCCOCCOCCOCCOCCOCCOCCOc3ccccc3OCCOCCOCCO1,0.52
CCCC(=O)N(C)SN(C)C(=O)ON=C(C)SC,2.20
CCOC(=O)c1c(O)c2ccc(Cl)cc2[nH]c1=O,2.60
Nc1cc(cc(c1)N(=O)=O)N(=O)=O,1.89
Clc1cccc(c1Cl)c2cc(Cl)c(Cl)c(Cl)c2Cl,7.32
CC(C)O,0.05
C1CCC(NC1)c2cccnc2,0.97
CCNC(=O)c1[nH]nc(C)c1N(=O)=O,0.13
Cc1cccc(c1)C(=O)N,1.18
CCCCCOC(=O)CC,2.67
CN(C(=S)c1ccccc1)c2ccccc2,3.12
COc1ccc(CCN2CCC(CC2)Nc3nc4ccccc4n3Cc5ccc(F)cc5)cc1,5.70
CCOc1cc(Cc2cnc(N)nc2N)cc(OCC)c1CC=C,3.08
CC(C)c1cccc(C(C)C)c1N,3.18
Cc1cc(=O)n2ccccc2n1,0.57
O=S1(=O)NC(=Nc2ccccc21)C3CCCCC3,2.20
CNC(=O)ON=C1CSCS1,0.51
CCNC(=O)NN,-1.62
CC=CC=CC,3.01
COC(=O)c1cccs1,1.83
NC(=O)CCCc1cccnc1,-0.08
COP(=O)(OC)Oc1ccc(N(=O)=O)c(c1)C(C)C,2.57
CC(C)CC(CC(C)C)(NC(=O)C)C(=O)N,1.87
CC(=O)Nc1nccs1,0.76
c1ccc2nc(ccc2c1)c3ccc4ccccc4n3,4.31
C(=Cc1ccccc1)c2ccccc2,4.81
CC(C)CC(NC(=O)C)C(=O)NC(CO)C(=O)NC(Cc1ccccc1)C(=O)N,0.23
CCCNc1nc(NC)nc(SC(F)F)n1,3.28
CCOC(=O)C(=Cc1ccc(F)cc1)C(=O)OCC,3.10
Cc1ccc2OCC(NC(=O)CN3CCOCC3)c2c1,1.38
Brc1ccc2cccnc2c1,2.92
COC1=CC(=O)C=CC1=O,-0.06
OC1CCN(CCCN2c3ccccc3Sc4ccc(C#N)cc24)CC1,3.65
CN(C)C1=CC(=O)C(=CC1=O)N(C)C,1.03
CC(=O)Oc1ccccc1C(=O)OCC(=O)N,0.22
CC#CC#CC,2.24
COC(=O)C(N)Cc1ccc(O)c(O)c1,-0.21
CCCCCCCCCCOn1c(=O)[nH]c(C)c(Br)c1=O,4.65
COC(=O)C(C)NP(=O)(OCC1OC(C=C1)n2cc(C)c(=O)[nH]c2=O)Oc3ccc(OC)cc3,1.09
CN(C)CCC=C1c2ccccc2CSc3ccccc13,4.49
Cc1ccc(Cl)c(Cl)c1,3.95
Clc1cnccn1,0.70
CC(C)(O)C1CCC2(C)CCCC(O)C2C1,2.68
CS(=O)(=O)c1cccc(CC(=O)O)c1,0.06
Cc1cc(O)cc(C)c1Cl,3.27
O=C(COC(=O)c1ccccc1)N2CCOCC2,0.90
COCC(O)Cn1c(Br)c(Br)nc1N(=O)=O,1.02
C1c2ccccc2-c3cccnc13,2.59
CN(C)C(=O)Nc1cccc(c1)C(=O)C,0.95
CCOc1cccc2cccnc12,2.25
COc1ccc(NC(=O)C)c(c1)N(=O)=O,1.09
NC(=N)NN=Cc1ccccc1,1.18
CC(C)C(Nc1ccccc1)C(=O)OCc2ccccc2,4.41
OC(Cn1cncn1)(c2ccc(F)cc2)c3ccccc3F,2.3
CC=NO,-0.13
CC(C)Oc1cccc(NC(=O)c2ccccc2C(F)(F)F)c1,3.70
CC(=O)Nc1nonc1C,0.17
S(Sc1ccccc1)c2ccccc2,4.41
Cc1ccc(C=C(C#N)C#N)cc1,2.40
CCCCNc1ncnc2n(cnc12)C3OC(CO)C(O)C3O,1.10
CCOC(=O)C(=Cc1cccc(OCC)c1)C(=O)OCC,3.39
CC(=O)c1ccc(N)cc1,0.83
NC(CO)C(=O)O,-3.07
CC12CCC3C(CCC4=CC(=O)CCC34)C2CCC1O,2.62
CCCCCCCCCCn1c(N)c(N)c(=O)[nH]c1=O,3.04
Fc1cccc(F)c1C2=NCC(=O)Nc3cc(Cl)ccc23,2.88
O=C(NC1(CC2CC3CC(C2)C1)C3)NP(=O)(N4CC4)N5CC5,1.81
CC1N(C)Cn2c1nc3ccccc3c2=O,0.85
CCC1(CC(=C)C)C(=O)NC(=S)NC1=O,2.19
CCOc1cc(C=O)ccc1O,1.61
C1SCC2=NOS3=C2C1=NO3,1.2
CCCCN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,4.10
CCCc1ccc(cc1)S(=O)(=O)N,1.64
CCCCCOC(=O)c1ccc(N)cc1,3.47
CCN(CC)CC(=O)NC1CCc2ccccc12,2.74
O=C1OC(C2CCCCC2)c3ccccc13,3.34
COP(=O)(OC)OC(=CC(=O)N(C)C)C,0.00
CN(C)C(=O)OC1N=C(c2ccccc2)c3cc(Cl)ccc3N(C)C1=O,2.88
NNC=O,-2.05
CCCn1c(=O)n(CCC)c2nc([nH]c2c1=O)c3ccc(cc3)S(=O)(=O)NCCN(C)C,3.32
CSCCC(N)C(=O)NC(CC(C)C)C(=O)NC(Cc1ccccc1)C(=O)O,-1.03
COc1cc(C)nn1c2cc(OC)ncn2,1.53
OCCCOc1cccc(CN2CCCCC2)c1,2.78
NC(=O)Nc1ccccc1F,0.88
O=C(OCn1ncc2c(=O)[nH]cnc12)c3ccc(CN4CCOCC4)cc3,1.13
OC1Cc2c(O)cc(O)cc2OC1c3ccc(O)c(O)c3,0.56
CN(C)Cc1ccc(o1)c2cccc(Nc3[nH]ccc3N(=O)=O)c2,3.46
Cc1ccc(O)c(CO)c1,0.97
CNC(=O)CNC(=O)C=N#N,-0.87
CCCCCCCCCCCC(=O)OC,5.41
CC(C)(C)C(=O)Nc1ccc(Cl)c(Cl)c1,3.88
Cc1c(Cl)cccc1C(=O)N(NC(=O)c2ccccc2)C(C)(C)C,3.57
CCCn1c(=O)[nH]c(=O)c2nc[nH]c12,0.33
CCN1CC(OC1=O)C(O)C(CC2CCCCC2)NC(=O)C(Cc3cnc[nH]3)NC(=O)C(Cc4ccc(OC)cc4)NC(=O)N5CC(O)C(O)C5,1.22
CCc1ccccc1C(=O)N,1.17
CCC(=O)c1ccccc1,2.19
Nc1cccc(C#N)c1,1.07
OCC1CC(F)C(O1)n2cnc3c(Br)ncnc23,0.44
Cc1ccc(CC(=O)O)cc1,1.86
CC1OC(CC(O)C1O)OC2C(C)OC(CC2O)OC3CCC4(C)C(CCC5C4CC(O)C6(C)C(CCC56O)C7=CC(=O)OC7)C3,1.24
OC(=O)c1cccc(c1)C(F)(F)F,2.95
CC1=C(C)C(=O)C(=C(C)C1=O)C,2.23
C(c1ccccc1)n2cnnn2,1.36
CCCc1cccc(CNc2ncnc3[nH]cnc23)c1,3.53
CC(=O)CC(c1ccc(cc1)N(=O)=O)c2c(O)c3ccccc3oc2=O,3.24
Cc1noc(C=NO)n1,0.55
O=S(=O)(Oc1ccc(cc1)c2cnc(SCCc3c[nH]cn3)[nH]2)c4ccccc4,3.72
CCCCCNc1ncnc2n(cnc12)C3OC(CO)C(O)C3O,1.67
CCCNc1nc(nc(n1)C(Cl)(Cl)Cl)C(Cl)(Cl)Cl,4.09
CN1CCN=C(c2ccccc2)c3cc(Cl)ccc13,4.41
CN1C(=O)CN=C(C2=CCCCC2)c3cc(Cl)ccc13,3.20
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1I,2.40
CCOCCOCC,0.66
OC(=O)CCCCON=C(c1cccc(c1)C(F)(F)F)c2ncccn2,2.77
COc1cccc(NC(=O)OCCN2CCOCC2)c1,2.04
NC1=NCC(CN2CCN(CC2)c3ccccc3)O1,0.85
C=CC(=O)c1ccccc1,1.88
CCOC(=O)c1ccc(OCC(OC(=S)n2ccnc2)C(C)(C)C)cc1,4.77
CCOP(=S)(OCC)Oc1ccc(cc1)S(=O)(=O)C,2.56
CC(=O)Nc1ccc(OCC(O)CNCC(O)COc2ccccc2)cc1,1.39
Cn1cncc1N(=O)=O,0.16
CCCC(O)C(C(=O)O)c1ccc(cc1)c2ccccc2,3.75
O=C(NC1CC1)Nc2ccccc2,1.65
CC(C)CC(NC(=O)C(C)NC(=O)C)C(=O)NC(C(C)C)C(=O)N,-0.14
Cc1ccc(cc1)n2nnnc2N,1.20
CC(=O)NC(CCCCNC(=O)NCCCl)C(=O)NCc1ccccc1,0.61
CC(C)(C)N(CC(O)COc1ccccc1)CC(O)COc2ccccc2,3.99
NS(=O)(=O)c1ccc(cc1)S(=O)(=O)CCCCO,-0.60
CC(O)C(N)C(=O)O,-2.94
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)NC(C)(C)C,3.20
CCCCn1cnc2c(N)ncnc12,1.25
C[n+]1nc(Nc2ccccc2)sc1c3ccc(cc3)N(=O)=O,1.66
FC(F)(F)C(=O)C=Cc1ccccc1Cl,3.50
CC=C(C)C(=O)OC1CC(C)CCC1C(C)C,6.20
OCC(O)c1ccc(O)c(O)c1,-1.01
OC(=O)C(c1ccccc1F)n2cccc2,2.49
Brc1cccc(c1)c2cnc(SCCc3c[nH]cn3)[nH]2,3.76
CC(O)CNc1ccccc1C(=O)N,0.62
CCCN(CC1CC1)c2c(cc(cc2N(=O)=O)C(F)(F)F)N(=O)=O,5.44
CCOC(=O)Oc1cccc(c1)C2(CCN(C)CC2)C(=O)CC,1.29
CN(C)N=Nc1n[nH]cc1C(=O)N,-0.12
CN(C)CCNCCN,-0.92
CN(C)c1c(C)n(C)n(c2ccccc2)c1=O,1.00
OCCN(=O)=O,-0.42
COc1cccc(CNc2ncnc3[nH]cnc23)c1,2.10
OCCOCCOCCOC(=O)c1ccccc1,1.09
CC(=O)c1ccccc1Cl,2.09
OCC(O)CCn1ccnc1N(=O)=O,-0.90
O=N(=O)c1cccc2ncccc12,1.86
CC(=O)c1c[nH]c2ccccc12,2.06
CC(=O)Nc1ccc(cc1)C(=O)C,1.24
CCCCNC1=CC(=O)c2ccccc2C1=O,3.11
C1CN(CCO1)c2ccccc2,1.36
Cc1nonc1c2ccccn2,2.09
COc1nc(c2ccccc2)c3ccccc3n1,3.50
COC(=O)CC(O)(CCC(C)(C)O)C(=O)OC1C2c3cc4OCOc4cc3CCN5CCCC25C=C1OC,0.65
CN1C(=O)SC(=Cc2ccc(o2)N(=O)=O)C1=O,1.78
CCCCCCC(C)(C)c1cc(O)c2C3C=C(CO)CCC3C(C)(C)Oc2c1,7.05
Clc1ccc(C=NOCCc2nnc(o2)c3ccccc3)cc1,3.01
NC(=O)N(c1ccccc1)c2ccccc2,1.53
Clc1ccc(Cl)c(N=C2NCCN2)c1Cl,2.66
COCCOC(=O)C1=C(C)NC(=C(C1c2cccc3OCOc32)C(=O)OC(C)C)C,3.54
ClCCN(N=O)C(=O)NC1CCCCCCCCCCC1,5.64
CCN(CC)C(=O)c1cccc(C)c1,2.02
CSc1nnc(C)c(=O)n1N,-0.16
CCCCC1OC(=O)c2cc(Cl)ccc12,3.53
CNC(=NC#N)Nc1cccc(c1)c2csc(N=C(N)N)n2,1.60
O=C1N(C2CCC(=O)NC2=O)C(=O)c3ccccc13,0.33
CC(=O)N(CCCl)c1ccc(CC(=O)O)cc1,1.20
CN(C)c1ccc(N=Nc2ccccc2)cc1,4.58
OC(=O)Cc1ccc(OCCCc2ccccc2)c(Cl)c1,3.90
CSCS(=O)CC(C)NC(=O)C=Cc1c(C)[nH]c(=O)[nH]c1=O,-0.70
CC(=CC(=O)OC1CC2=CC(CC3(C)OC3C4OC(=O)C(=C)C41)OC2=O)C,1.05
